uniprot_id,features
Q8N1S5,-0.226663 0.012186 0.324657 -0.400804 -0.344448 -0.071744 -0.238427 0.340743 0.177199 -0.206085 0.313268 -0.174331 0.059732 0.321005 0.334285 0.341251 -0.153606 0.357800 0.157093 -0.358613 0.336082 -0.372715 -0.158906 -0.370347 -0.301164 0.337359 0.032828 0.156074 0.199395 -0.295354 0.326374 0.005789 0.311793 0.348396 0.137438 0.046506 -0.378766 -0.356393 0.342778 -0.363647 -0.384864 0.336603 0.311000 -0.160842 -0.119002 0.340660 0.325647 -0.371678 -0.225546 0.320617 -0.037086 -0.424895 -0.017455 0.218200 0.231815 0.189007 0.341320 0.336902 -0.346236 -0.408137 -0.138568 0.335886 -0.102221 -0.221696
Q8N4C8,0.043156 0.087638 0.207429 -0.288976 -0.103316 -0.214413 -0.098619 0.190025 -0.027823 -0.026924 0.218386 0.045587 -0.148757 0.186486 0.206480 0.199981 0.131698 0.238769 0.172481 -0.240312 0.230504 -0.304787 0.012835 -0.246856 -0.100402 0.203912 0.134558 0.262897 -0.012806 -0.111065 0.205481 -0.229141 0.221475 0.206437 0.161219 -0.153729 -0.235965 -0.239605 0.264917 -0.248221 -0.275632 0.213619 0.017052 -0.040625 -0.007505 0.230119 0.218896 -0.254140 -0.006992 0.176251 0.071664 -0.285563 0.082969 -0.018089 -0.063962 0.014320 0.187902 0.215358 -0.007230 -0.273117 0.064563 0.230906 0.044464 -0.015750
Q8N4M1,-0.359975 -0.143143 0.317771 -0.367516 -0.397911 0.117131 -0.410185 0.318566 0.347759 -0.329101 0.307079 -0.253846 0.241637 0.322995 0.326767 0.322968 -0.283892 0.333063 0.110802 -0.321720 0.320849 -0.341001 -0.271812 -0.362087 -0.426572 0.330758 -0.101778 0.105543 0.328083 -0.400712 0.330921 0.206092 0.311463 0.354678 0.100988 0.242231 -0.349311 -0.349979 0.345242 -0.360917 -0.355205 0.338506 0.406413 -0.271909 -0.329341 0.346356 0.314263 -0.358076 -0.299684 0.322013 -0.104287 -0.369525 -0.118318 0.365732 0.340733 0.382279 0.313754 0.335564 -0.418381 -0.362832 -0.213905 0.325225 -0.226508 -0.315690
Q8N543,0.196435 0.373711 0.353094 -0.440150 -0.089466 -0.414179 -0.030222 0.362115 -0.161227 0.084147 0.331303 0.167597 -0.386687 0.302591 0.325758 0.375594 0.192776 0.357112 0.369426 -0.415628 0.348903 -0.435987 0.154432 -0.392956 -0.024405 0.337314 0.370072 0.374260 -0.177188 0.009298 0.336273 -0.457931 0.336768 0.333013 0.435973 -0.269704 -0.428139 -0.384112 0.357450 -0.388354 -0.422447 0.362555 0.022517 0.162571 0.217987 0.343397 0.364065 -0.406252 0.081721 0.358831 0.318472 -0.503750 0.371424 -0.122246 -0.115038 -0.164676 0.358455 0.361861 -0.015374 -0.446129 0.218984 0.400949 0.229042 0.118179
Q8N568,-0.387067 -0.169060 0.218136 -0.243945 -0.316089 0.183655 -0.340089 0.222203 0.342968 -0.312185 0.227432 -0.219912 0.283132 0.253566 0.235875 0.223203 -0.250836 0.247995 0.055327 -0.212028 0.229830 -0.241382 -0.341232 -0.261527 -0.389284 0.239886 -0.155980 0.052641 0.383723 -0.357837 0.245893 0.287381 0.232013 0.266117 0.020624 0.276853 -0.226291 -0.254857 0.253659 -0.258913 -0.244010 0.243437 0.373630 -0.229822 -0.361595 0.256362 0.229420 -0.250592 -0.243556 0.229625 -0.097399 -0.221616 -0.159093 0.391089 0.329763 0.392758 0.211055 0.255413 -0.356819 -0.229262 -0.216572 0.232625 -0.183418 -0.325981
Q8N5S9,-0.319739 -0.255535 0.070682 -0.092282 -0.294684 0.360289 -0.404202 0.054296 0.302133 -0.311605 0.046839 -0.293320 0.231807 0.072428 0.073552 0.033951 -0.186152 0.086504 -0.013649 -0.049813 0.079413 -0.089647 -0.278643 -0.059790 -0.259429 0.102067 -0.156181 0.031826 0.331426 -0.385875 0.070207 0.253476 0.067307 0.075432 -0.063064 0.315446 -0.058991 -0.086112 0.127636 -0.089462 -0.090889 0.060743 0.257862 -0.449541 -0.433152 0.088094 0.062110 -0.093429 -0.325166 0.049704 -0.411860 -0.017941 -0.185712 0.134813 0.228525 0.165075 0.023314 0.071641 -0.313385 -0.095127 -0.303423 0.036320 -0.399582 -0.314078
Q8N695,-0.367191 -0.120821 0.303338 -0.344622 -0.397619 0.098922 -0.387256 0.303668 0.328901 -0.340311 0.294374 -0.218306 0.222888 0.314942 0.318296 0.308992 -0.256655 0.323481 0.119355 -0.310679 0.307497 -0.316467 -0.294291 -0.341553 -0.436749 0.315110 -0.054486 0.123865 0.359178 -0.392626 0.319061 0.201017 0.299055 0.347012 0.113647 0.236905 -0.329862 -0.334464 0.327425 -0.341818 -0.337951 0.326468 0.399276 -0.252909 -0.303227 0.329156 0.299432 -0.334317 -0.302234 0.307840 -0.076652 -0.332222 -0.104480 0.379609 0.333931 0.362651 0.294351 0.326429 -0.400373 -0.343849 -0.215924 0.306512 -0.167292 -0.324856
Q8N8N7,-0.452212 -0.225199 0.301861 -0.305129 -0.484336 0.403036 -0.485743 0.298444 0.503334 -0.408638 0.284853 -0.394801 0.402339 0.308189 0.296715 0.306172 -0.426163 0.304201 0.039362 -0.269124 0.297285 -0.266090 -0.507400 -0.328151 -0.516913 0.296891 -0.222899 0.035974 0.493834 -0.465772 0.302050 0.426634 0.289512 0.323322 0.022445 0.496334 -0.313186 -0.314980 0.328174 -0.312510 -0.310475 0.310116 0.488018 -0.434883 -0.515199 0.315849 0.305853 -0.318790 -0.428199 0.310298 -0.239195 -0.281427 -0.224229 0.495615 0.500068 0.518452 0.279650 0.309356 -0.533256 -0.303380 -0.280837 0.310370 -0.329658 -0.454404
Q8N8Y2,-0.460842 -0.243999 0.275608 -0.293061 -0.452226 0.332301 -0.500313 0.269038 0.470370 -0.423670 0.263273 -0.341252 0.368349 0.293001 0.282505 0.275397 -0.397201 0.281818 0.046145 -0.250857 0.271718 -0.250618 -0.393372 -0.309030 -0.526888 0.285118 -0.199986 0.028106 0.480859 -0.482226 0.284984 0.348775 0.276571 0.319436 0.037829 0.464771 -0.283395 -0.302020 0.302599 -0.299891 -0.290137 0.297915 0.468288 -0.390145 -0.483927 0.301822 0.275158 -0.297779 -0.384172 0.287389 -0.215382 -0.267725 -0.205654 0.492006 0.445410 0.487334 0.250549 0.291337 -0.486081 -0.284196 -0.307013 0.274320 -0.291358 -0.404580
Q8NBN7,-0.188874 0.078417 0.334349 -0.367661 -0.280224 0.045874 -0.266582 0.326294 0.317106 -0.178873 0.316673 -0.060884 0.130263 0.333411 0.336769 0.335984 -0.078065 0.325206 0.244467 -0.318363 0.322165 -0.322513 -0.133425 -0.360752 -0.301054 0.321430 0.034041 0.181609 0.201114 -0.186555 0.325156 0.067520 0.314385 0.353091 0.199781 0.067390 -0.341866 -0.338807 0.337001 -0.349163 -0.335402 0.353875 0.320730 -0.143339 -0.142737 0.345056 0.314900 -0.361794 -0.139140 0.330904 0.018338 -0.372099 0.083675 0.305098 0.250759 0.239283 0.344577 0.344680 -0.342838 -0.354962 -0.038382 0.339120 -0.076288 -0.114429
Q8NCM2,-0.375754 -0.157220 0.291626 -0.323825 -0.422649 0.188630 -0.424136 0.293159 0.392356 -0.362629 0.291412 -0.242528 0.289150 0.307887 0.310148 0.293369 -0.313653 0.312394 0.096269 -0.287510 0.299686 -0.301701 -0.336737 -0.334603 -0.484973 0.302709 -0.114465 0.106353 0.396058 -0.436851 0.310603 0.287064 0.294929 0.339774 0.094523 0.307909 -0.315573 -0.325723 0.319123 -0.333210 -0.314177 0.317872 0.425442 -0.308974 -0.371420 0.324885 0.291106 -0.323644 -0.328910 0.300237 -0.116671 -0.303217 -0.141194 0.426397 0.374694 0.420233 0.275479 0.318445 -0.438499 -0.321589 -0.246696 0.295231 -0.220721 -0.355794
Q8NE62,-0.255023 -0.046903 0.294220 -0.361424 -0.282886 0.011731 -0.328904 0.297730 0.247658 -0.231686 0.292609 -0.154714 0.094549 0.299610 0.308294 0.305725 -0.194117 0.305112 0.174318 -0.306125 0.297840 -0.317206 -0.185581 -0.352651 -0.351140 0.300547 -0.009379 0.149673 0.222009 -0.301153 0.301960 0.068314 0.294765 0.332313 0.147927 0.147519 -0.335936 -0.331819 0.306892 -0.340216 -0.331026 0.314373 0.312686 -0.174983 -0.178883 0.320608 0.298826 -0.336966 -0.190097 0.300169 0.001110 -0.351021 -0.010881 0.243096 0.193772 0.267935 0.290910 0.310203 -0.318306 -0.349037 -0.157489 0.310635 -0.120823 -0.176432
Q8NEC5,-0.227796 -0.008342 0.338305 -0.389517 -0.327997 -0.020006 -0.298628 0.335233 0.212309 -0.226457 0.324237 -0.097501 0.067957 0.332423 0.343702 0.335198 -0.143983 0.351019 0.197369 -0.356231 0.342591 -0.376594 -0.148571 -0.372675 -0.329327 0.338882 0.000107 0.212812 0.195733 -0.291151 0.344506 0.058264 0.322341 0.364070 0.187328 0.083493 -0.380282 -0.362022 0.346927 -0.375743 -0.377440 0.354427 0.305357 -0.150967 -0.131222 0.353203 0.326924 -0.363891 -0.192483 0.337654 0.063003 -0.395497 0.003827 0.274230 0.224014 0.235708 0.338097 0.355744 -0.329473 -0.398240 -0.101847 0.343111 -0.083292 -0.220871
Q8NER1,-0.366998 -0.135921 0.228538 -0.235934 -0.386036 0.267676 -0.405938 0.222781 0.414658 -0.394322 0.224689 -0.245358 0.282437 0.242827 0.252648 0.214405 -0.340891 0.241776 0.036416 -0.214098 0.230918 -0.231646 -0.322103 -0.245680 -0.451067 0.236201 -0.118731 0.044299 0.410610 -0.420554 0.248539 0.343935 0.221018 0.272358 0.054260 0.315304 -0.237325 -0.253597 0.249339 -0.253539 -0.239886 0.238875 0.405097 -0.345192 -0.351855 0.245945 0.212781 -0.246891 -0.352196 0.229783 -0.209393 -0.218092 -0.146833 0.396320 0.349375 0.414006 0.210211 0.232542 -0.391456 -0.249721 -0.259231 0.216162 -0.220991 -0.399849
Q8NEV4,-0.517967 -0.282063 0.268377 -0.279844 -0.492250 0.400843 -0.532580 0.265955 0.528027 -0.482420 0.262591 -0.371781 0.457317 0.295191 0.288692 0.270423 -0.459321 0.285556 0.005520 -0.241587 0.273903 -0.247190 -0.467293 -0.306152 -0.565455 0.286101 -0.251591 0.007952 0.553780 -0.544320 0.287543 0.452766 0.277193 0.320931 0.005744 0.513888 -0.273475 -0.299168 0.301689 -0.300542 -0.282605 0.293985 0.523361 -0.462837 -0.534145 0.302575 0.269284 -0.288285 -0.445192 0.279477 -0.261848 -0.249867 -0.301814 0.536555 0.502560 0.555314 0.242281 0.292535 -0.524999 -0.272947 -0.358502 0.262373 -0.338955 -0.475749
Q8NEW0,-0.509668 -0.167453 0.259869 -0.262586 -0.487795 0.203660 -0.375083 0.265040 0.446341 -0.396993 0.255589 -0.281388 0.331071 0.292144 0.287817 0.267206 -0.335873 0.289837 0.089044 -0.251432 0.279382 -0.239408 -0.429772 -0.270573 -0.498306 0.286184 -0.014347 0.126869 0.529554 -0.497820 0.286874 0.338527 0.258508 0.319449 0.070892 0.420320 -0.259990 -0.298094 0.277338 -0.264783 -0.266240 0.274199 0.482506 -0.280835 -0.387463 0.289817 0.253415 -0.259217 -0.421432 0.266246 -0.102206 -0.205502 -0.165835 0.483102 0.443736 0.478702 0.254605 0.284658 -0.442516 -0.268704 -0.287798 0.247827 -0.188797 -0.432673
Q8NEY4,0.157931 0.477346 0.280928 -0.207082 -0.098242 0.006663 -0.177148 0.269741 -0.098374 0.139938 0.212623 0.216468 -0.515078 0.233610 0.202199 0.310840 0.182652 0.186621 0.338262 -0.308826 0.228304 -0.181967 0.361177 -0.231168 -0.040003 0.269909 0.444708 0.211412 -0.095787 0.062157 0.217354 -0.472600 0.284003 0.179651 0.639446 0.193708 -0.277563 -0.225523 0.150896 -0.206154 -0.269877 0.235893 -0.101407 0.269336 0.227024 0.184743 0.293073 -0.252575 0.290609 0.322588 0.410525 -0.216783 0.574776 -0.106585 -0.189061 -0.235747 0.265313 0.179162 0.029764 -0.247966 0.545617 0.244176 0.454946 0.334098
Q8NFA2,-0.407417 -0.185301 0.296101 -0.323583 -0.441514 0.236749 -0.446027 0.293570 0.415052 -0.408532 0.289248 -0.268768 0.329080 0.312781 0.311061 0.297350 -0.347606 0.314192 0.063563 -0.295092 0.302167 -0.300962 -0.369732 -0.333185 -0.484718 0.304498 -0.165167 0.057000 0.407669 -0.448574 0.311509 0.295618 0.297175 0.339635 0.045991 0.339956 -0.320549 -0.328761 0.323829 -0.330122 -0.328699 0.317390 0.448853 -0.346955 -0.385818 0.326283 0.294710 -0.325921 -0.365741 0.299005 -0.182081 -0.315827 -0.197869 0.435026 0.420128 0.453732 0.280839 0.313938 -0.461793 -0.324915 -0.289722 0.299304 -0.234774 -0.374626
Q8NFJ5,-0.397500 -0.188553 0.254978 -0.258993 -0.385031 0.317042 -0.436579 0.254949 0.468968 -0.421342 0.256077 -0.242830 0.344085 0.280514 0.278564 0.255800 -0.348921 0.274526 0.059204 -0.236592 0.259427 -0.223152 -0.297030 -0.279808 -0.501431 0.268998 -0.119940 0.019856 0.483371 -0.408867 0.276698 0.350220 0.260990 0.304659 0.048355 0.431549 -0.264828 -0.275041 0.280692 -0.279190 -0.261108 0.274636 0.446860 -0.339473 -0.407934 0.281519 0.260730 -0.274874 -0.354971 0.268242 -0.155256 -0.231788 -0.159772 0.452739 0.439355 0.470308 0.250565 0.274561 -0.397463 -0.262846 -0.248141 0.252951 -0.207140 -0.390056
Q8NG66,0.204317 0.335712 0.286397 -0.397680 -0.043269 -0.483866 -0.009092 0.295805 -0.195426 0.109828 0.285019 0.168447 -0.386232 0.272212 0.287901 0.287881 0.267579 0.324821 0.326073 -0.346313 0.301934 -0.414014 0.277566 -0.337282 0.053752 0.292674 0.273531 0.376909 -0.230746 0.024440 0.295910 -0.441413 0.283915 0.283778 0.384931 -0.382221 -0.356831 -0.325440 0.315093 -0.358196 -0.365838 0.293052 -0.018376 0.177463 0.231327 0.301707 0.296042 -0.363445 0.163375 0.267416 0.211500 -0.422286 0.325254 -0.219881 -0.223745 -0.173853 0.272219 0.303715 0.006374 -0.409710 0.206140 0.309709 0.213943 0.133600
Q8NI22,-0.281289 0.050718 0.221374 -0.174680 -0.333595 0.314093 -0.291925 0.213384 0.435134 -0.293870 0.209510 -0.127470 0.263827 0.229076 0.225668 0.244913 -0.213019 0.217114 0.109914 -0.207460 0.214301 -0.132155 -0.201937 -0.193350 -0.315548 0.239751 0.032163 0.129321 0.506956 -0.339093 0.226428 0.323302 0.226806 0.234683 0.170691 0.408680 -0.182528 -0.240479 0.203870 -0.189399 -0.202433 0.220656 0.392492 -0.285840 -0.328753 0.218938 0.221641 -0.222708 -0.293813 0.231836 -0.113542 -0.180263 -0.112577 0.311405 0.426599 0.311859 0.196602 0.221835 -0.218004 -0.167477 -0.058192 0.178423 -0.039112 -0.300505
Q8NI60,-0.347285 -0.060528 0.214617 -0.172442 -0.395884 0.469067 -0.410038 0.208731 0.431926 -0.352374 0.171841 -0.324181 0.247585 0.202327 0.181303 0.237262 -0.319005 0.172856 0.107918 -0.162243 0.181129 -0.106148 -0.291810 -0.207877 -0.430823 0.248611 -0.048803 -0.013567 0.437422 -0.359365 0.190056 0.326015 0.194721 0.198670 0.105309 0.514853 -0.181355 -0.216621 0.179066 -0.198009 -0.208098 0.219248 0.389973 -0.371110 -0.427755 0.196273 0.204534 -0.215812 -0.337945 0.233937 -0.208248 -0.161701 -0.125794 0.367754 0.424684 0.254077 0.202426 0.198949 -0.388407 -0.161343 -0.124882 0.172462 -0.153607 -0.326979
Q8TAD4,-0.271612 0.193088 0.226114 -0.167226 -0.255002 -0.054541 0.045346 0.243327 0.360266 -0.192226 0.231402 0.138638 0.115135 0.247742 0.278458 0.229913 -0.072479 0.277283 0.251333 -0.244461 0.258443 -0.147930 -0.056041 -0.157278 -0.239844 0.260050 0.380985 0.255604 0.411270 -0.176955 0.292411 0.117465 0.242485 0.284384 0.202158 0.277006 -0.202283 -0.240234 0.188243 -0.162844 -0.213882 0.221581 0.342880 0.134693 0.008849 0.236028 0.201171 -0.206665 -0.152023 0.247248 0.194453 -0.146005 0.266878 0.342009 0.395436 0.250830 0.279474 0.228503 -0.112365 -0.184122 0.043114 0.202369 0.272541 -0.216215
Q8TAE7,-0.341292 -0.054490 0.261508 -0.260701 -0.394771 0.139285 -0.364057 0.265810 0.417074 -0.326000 0.283089 -0.113098 0.328037 0.284717 0.297848 0.257828 -0.271940 0.286811 0.140144 -0.246618 0.280595 -0.260464 -0.284610 -0.269672 -0.435461 0.282536 -0.003822 0.137289 0.412910 -0.395108 0.298215 0.338167 0.266707 0.317966 0.119462 0.244770 -0.271546 -0.297929 0.272937 -0.287956 -0.253011 0.282609 0.421585 -0.220796 -0.277493 0.284632 0.239844 -0.256604 -0.291500 0.277500 -0.042146 -0.222363 -0.091349 0.449883 0.391423 0.443432 0.250914 0.283071 -0.362321 -0.280703 -0.179055 0.257318 -0.090468 -0.375349
Q8TBX8,-0.198733 -0.072488 0.196704 -0.201241 -0.224074 0.210159 -0.282347 0.195226 0.354732 -0.209612 0.208829 -0.095679 0.214046 0.211673 0.216835 0.173067 -0.156812 0.232080 0.099409 -0.171113 0.200808 -0.210447 -0.119081 -0.202173 -0.249528 0.197398 -0.071358 0.130516 0.342120 -0.328421 0.225057 0.184179 0.200251 0.231301 0.125505 0.285834 -0.184002 -0.214562 0.235275 -0.203991 -0.213594 0.199092 0.315892 -0.232018 -0.267979 0.211983 0.205153 -0.229994 -0.168664 0.180015 -0.090031 -0.210925 -0.008621 0.272193 0.224197 0.255205 0.153278 0.217796 -0.253400 -0.192564 -0.076098 0.180557 -0.020368 -0.296053
Q8TC12,-0.071434 0.178281 0.382964 -0.466632 -0.204883 -0.245167 -0.160275 0.381252 0.100661 -0.057115 0.367934 0.014103 -0.102616 0.358291 0.384158 0.388755 0.038145 0.400621 0.314394 -0.423086 0.382145 -0.429986 0.014299 -0.423527 -0.213597 0.372805 0.207821 0.308022 0.005629 -0.107294 0.376127 -0.145841 0.346251 0.386908 0.271526 -0.158062 -0.433831 -0.391398 0.383175 -0.404235 -0.432709 0.387577 0.206555 0.050708 0.154183 0.383075 0.364217 -0.414763 -0.045604 0.365001 0.224709 -0.487565 0.242004 0.109868 0.047971 0.067386 0.411162 0.390066 -0.217074 -0.467708 0.062935 0.394886 0.059618 0.010668
Q8TCG2,-0.188375 -0.129210 0.212346 -0.265614 -0.239465 0.131163 -0.220955 0.223330 0.345270 -0.212223 0.229328 -0.130224 0.194359 0.230101 0.231378 0.218213 -0.192017 0.238911 0.063767 -0.209717 0.243099 -0.260066 -0.245466 -0.251864 -0.282586 0.225958 -0.091667 0.163746 0.312384 -0.309937 0.250223 0.183305 0.228599 0.259256 0.063784 0.240708 -0.216941 -0.242031 0.268656 -0.235181 -0.260002 0.236134 0.293341 -0.200358 -0.260169 0.247641 0.240728 -0.257162 -0.177570 0.211101 -0.082213 -0.262115 -0.031419 0.288863 0.265085 0.229395 0.205659 0.255934 -0.250239 -0.259809 -0.162380 0.218677 -0.079305 -0.243507
Q8TCT1,-0.306228 -0.148401 0.345080 -0.410186 -0.374862 0.103894 -0.375539 0.348540 0.286393 -0.316975 0.331833 -0.224666 0.178203 0.346927 0.351924 0.351729 -0.274536 0.360938 0.141017 -0.364926 0.354959 -0.387464 -0.222889 -0.400844 -0.391971 0.356670 -0.116312 0.118258 0.265233 -0.375323 0.356725 0.133013 0.334295 0.372336 0.093265 0.177875 -0.392159 -0.378723 0.367726 -0.389374 -0.401584 0.369811 0.362442 -0.257339 -0.270518 0.366732 0.346062 -0.390472 -0.255621 0.345885 -0.055415 -0.436580 -0.095232 0.342733 0.299375 0.290512 0.355407 0.367523 -0.419519 -0.413346 -0.189519 0.357757 -0.198865 -0.271983
Q8TCT9,-0.284737 -0.011324 0.279958 -0.282099 -0.306349 0.122407 -0.310065 0.276258 0.371623 -0.305582 0.289773 -0.039559 0.206218 0.290251 0.302813 0.280846 -0.189892 0.292237 0.122749 -0.296235 0.276958 -0.260262 -0.170701 -0.307391 -0.372260 0.293260 -0.032174 0.084803 0.303769 -0.280266 0.311664 0.229573 0.294256 0.327763 0.136664 0.242909 -0.296295 -0.296990 0.278820 -0.313636 -0.305539 0.302804 0.364574 -0.127107 -0.249756 0.307402 0.266124 -0.318979 -0.205220 0.301223 -0.033256 -0.304967 -0.003691 0.372980 0.337071 0.383897 0.291191 0.293026 -0.300242 -0.294533 -0.093279 0.272792 -0.025177 -0.295574
Q8TCU5,-0.231508 -0.031148 0.253114 -0.247035 -0.316658 0.107094 -0.288999 0.241416 0.382139 -0.228032 0.267115 -0.067111 0.269900 0.258403 0.270707 0.239936 -0.206960 0.275444 0.170520 -0.228406 0.260962 -0.271675 -0.126199 -0.252867 -0.350204 0.255116 -0.048419 0.203551 0.372037 -0.339539 0.276806 0.281019 0.245639 0.292289 0.201214 0.128750 -0.248213 -0.273542 0.274068 -0.262962 -0.255022 0.250225 0.347663 -0.190762 -0.228216 0.267003 0.225622 -0.269880 -0.193442 0.245149 -0.069143 -0.235674 -0.008769 0.370297 0.246992 0.323256 0.225733 0.268432 -0.296721 -0.249861 -0.098370 0.246136 -0.074936 -0.239393
Q8TD08,0.089358 0.208825 0.323113 -0.440107 -0.080247 -0.350185 -0.050139 0.316911 -0.040525 0.023339 0.317623 0.080296 -0.194287 0.284208 0.317802 0.302030 0.201447 0.345232 0.307722 -0.363306 0.351708 -0.437102 0.071507 -0.366328 -0.018894 0.314569 0.130259 0.326454 -0.177740 -0.049976 0.310164 -0.343664 0.303866 0.315275 0.236022 -0.390611 -0.380786 -0.334719 0.351980 -0.345158 -0.400818 0.332682 0.074510 0.081528 0.168463 0.330684 0.292574 -0.376117 0.062385 0.290239 0.138310 -0.467034 0.229400 -0.050475 -0.111932 -0.109923 0.361216 0.330025 -0.137893 -0.425190 0.055963 0.356121 0.026676 0.135651
Q8TD19,-0.565190 -0.551153 0.006512 -0.028094 -0.493768 0.470230 -0.574592 -0.001707 0.486314 -0.512406 0.006179 -0.532035 0.491532 0.018488 0.048522 -0.005055 -0.552233 0.045053 -0.268888 0.033860 0.028372 -0.013066 -0.603976 -0.027123 -0.539499 0.030021 -0.431702 -0.222790 0.596552 -0.628592 0.027942 0.586320 0.026713 0.051535 -0.238732 0.602099 0.003368 -0.041434 0.106384 -0.045204 -0.024255 0.034912 0.375749 -0.777111 -0.584384 0.041098 -0.002021 -0.014082 -0.596898 -0.002879 -0.557806 0.040669 -0.504094 0.384394 0.394232 0.492233 -0.040800 0.013779 -0.524066 -0.015009 -0.575010 0.003504 -0.657272 -0.523482
Q8TD30,-0.421140 -0.259581 0.228792 -0.212503 -0.457894 0.485502 -0.473313 0.224563 0.478109 -0.410823 0.187730 -0.420187 0.336059 0.215589 0.203479 0.232186 -0.496777 0.194965 -0.015221 -0.156500 0.201834 -0.153665 -0.368619 -0.237812 -0.463750 0.223795 -0.174553 -0.068285 0.521839 -0.514669 0.199316 0.351266 0.230380 0.232174 0.030892 0.644092 -0.217034 -0.233789 0.235269 -0.204782 -0.199148 0.232539 0.418994 -0.457627 -0.505719 0.216721 0.239975 -0.217170 -0.442869 0.248561 -0.245737 -0.179407 -0.162817 0.444842 0.433443 0.391911 0.196078 0.220083 -0.512720 -0.198859 -0.287703 0.210996 -0.314801 -0.375904
Q8TDN1,-0.235871 0.080057 0.289521 -0.335069 -0.344064 -0.130353 -0.236383 0.296629 0.201000 -0.219501 0.305724 0.022795 0.082380 0.305590 0.321353 0.312529 -0.079695 0.329601 0.233700 -0.334338 0.323521 -0.340875 -0.186253 -0.316214 -0.332961 0.309205 0.130897 0.262100 0.226868 -0.285724 0.329969 0.083405 0.283578 0.345462 0.201492 -0.010171 -0.338475 -0.341368 0.302179 -0.327829 -0.320101 0.312715 0.293811 -0.010228 -0.044569 0.320662 0.277595 -0.311137 -0.205546 0.304309 0.098429 -0.306960 0.065963 0.248614 0.212271 0.262458 0.299182 0.321964 -0.251765 -0.355729 -0.078596 0.309917 0.033579 -0.209801
Q8TDN2,-0.239997 0.061149 0.298726 -0.333846 -0.335490 -0.036705 -0.300040 0.301487 0.264118 -0.244009 0.311158 -0.060084 0.128728 0.313852 0.325453 0.302248 -0.139672 0.323393 0.208090 -0.320512 0.310157 -0.335122 -0.160205 -0.326020 -0.377876 0.308564 0.053165 0.197791 0.243394 -0.294068 0.329870 0.140135 0.295472 0.344993 0.183490 0.055604 -0.340017 -0.337454 0.311893 -0.339209 -0.317863 0.319463 0.319072 -0.102570 -0.165627 0.323195 0.282181 -0.323418 -0.217758 0.302454 0.045449 -0.324331 0.005613 0.304911 0.238425 0.296241 0.297335 0.324213 -0.310111 -0.355642 -0.107114 0.313278 -0.030209 -0.235239
Q8TDR2,-0.484191 -0.294562 0.247795 -0.259418 -0.479085 0.394210 -0.501259 0.249137 0.515058 -0.463736 0.246933 -0.373479 0.471475 0.269932 0.272320 0.243360 -0.441975 0.272490 -0.011616 -0.224477 0.262812 -0.237580 -0.430120 -0.283914 -0.529732 0.264212 -0.263411 0.016561 0.555154 -0.542990 0.273580 0.464403 0.260711 0.299627 -0.004385 0.487796 -0.251525 -0.279365 0.289738 -0.280921 -0.265034 0.271746 0.488554 -0.463572 -0.496996 0.281515 0.241966 -0.265206 -0.422955 0.248386 -0.259244 -0.227236 -0.281317 0.509587 0.450273 0.542818 0.221734 0.267807 -0.486062 -0.249946 -0.348355 0.249315 -0.335999 -0.439391
Q8TE23,-0.226058 -0.018274 0.336778 -0.396736 -0.323129 -0.020237 -0.326237 0.338370 0.233767 -0.231345 0.326391 -0.128929 0.097078 0.336338 0.345857 0.345851 -0.161210 0.356473 0.190227 -0.355771 0.336050 -0.376291 -0.161265 -0.385468 -0.343067 0.339936 -0.014425 0.184386 0.215793 -0.293439 0.348302 0.057188 0.327394 0.367933 0.184123 0.072436 -0.382052 -0.366735 0.354608 -0.385299 -0.387301 0.362316 0.320680 -0.154364 -0.165607 0.358539 0.334425 -0.381472 -0.198526 0.337612 0.019520 -0.412927 -0.012719 0.269904 0.230771 0.253608 0.335135 0.356865 -0.345086 -0.398633 -0.104432 0.351250 -0.100920 -0.193911
Q8TES7,0.446358 0.846620 0.282179 -0.320593 0.082828 -0.569418 0.237832 0.286227 -0.496009 0.197640 0.244622 0.363666 -0.949771 0.210557 0.231619 0.333604 0.574308 0.251679 0.593034 -0.362512 0.270108 -0.266880 0.553791 -0.245232 0.305892 0.290700 0.845457 0.462595 -0.418448 0.296156 0.254087 -0.688491 0.232814 0.186559 0.663142 -0.388471 -0.341483 -0.274113 0.187725 -0.255775 -0.316551 0.214574 -0.277878 0.539706 0.590061 0.194847 0.329232 -0.303357 0.329449 0.290769 0.565854 -0.317036 0.796623 -0.574149 -0.363519 -0.638819 0.296685 0.231442 0.377178 -0.350998 0.698142 0.286879 0.776632 0.415054
Q8WTV0,-0.167829 0.140841 0.325325 -0.359297 -0.228250 -0.068587 -0.195156 0.328451 0.177406 -0.098980 0.316435 0.013334 0.000945 0.308751 0.331164 0.327502 -0.002889 0.346093 0.273697 -0.340630 0.326658 -0.338894 0.076710 -0.340315 -0.183090 0.319982 0.108756 0.241108 0.080472 -0.134453 0.348869 -0.074710 0.301182 0.351878 0.264211 -0.018627 -0.355971 -0.326593 0.305938 -0.352306 -0.370753 0.345567 0.273075 -0.061664 0.073820 0.336580 0.293290 -0.331763 -0.042554 0.321371 0.173280 -0.384667 0.021771 0.239120 0.206099 0.233593 0.348981 0.311976 -0.271220 -0.366493 0.020012 0.324308 0.009362 -0.093634
