TargetID,DrugID,uniprot_id,DrugBankID
T39919,D09TBD,O15439,DB00263
T39919,D09WEJ,O15439,DB09018
T39919,D09XQF,O15439,DB00951
T39919,D09XZB,O15439,DB00317
T39919,D0A0OO,O15439,DB00701
T39919,D0A2ZX,O15439,DB00916
T39919,D0A5SE,O15439,DB04854
T39919,D0A9YA,O15439,DB01126
T39919,D0AA2D,O15439,DB04794
T39919,D0AN7B,O15439,DB01065
T39919,D0AO5H,O15439,DB00440
T39919,D0AP9T,O15439,DB01330
T39919,D0AV3G,O15439,DB01184
T39919,D0AZ3C,O15439,DB00619
T39919,D0B2GI,O15439,DB00222
T39919,D0B2UZ,O15439,DB00433
T39919,D0B3HD,O15439,DB00201
T39919,D0B7EB,O15439,DB00773
T39919,D0B7NG,O15439,DB01114
T39919,D0B8UJ,O15439,DB01280
T39919,D0BA9U,O15439,DB00367
T39919,D0BM5G,O15439,DB00799
T39919,D0C4RB,O15439,DB01229
T39919,D0C6NM,O15439,DB00654
T39919,D0C8EU,O15439,DB00853
T39919,D0CL9S,O15439,DB01265
T39919,D0CT9C,O15439,DB00531
T39919,D0CW1P,O15439,DB00443
T39919,D0D0BE,O15439,DB13026
T39919,D0D0ZD,O15439,DB00491
T39919,D0D1AL,O15439,DB00502
T39919,D0D1SG,O15439,DB00860
T39919,D0D2VS,O15439,DB00990
T39919,D0D4JO,O15439,DB09274
T39919,D0D5GD,O15439,DB01205
T39919,D0D7KC,O15439,DB06274
T39919,D0D7LA,O15439,DB00331
T39919,D0DJ1B,O15439,DB00788
T39919,D0E0SW,O15439,DB04880
T39919,D0E1SW,O15439,DB00819
T39919,D0E1XL,O15439,DB01202
T39919,D0E6OC,O15439,DB07615
T39919,D0E6XR,O15439,DB01254
T39919,D0E6YQ,O15439,DB00382
T39919,D0E7PQ,O15439,DB02546
T39919,D0EG1I,O15439,DB08895
T39919,D0F2PO,O15439,DB00960
T39919,D0F6EO,O15439,DB01060
T39919,D0F8RA,O15439,DB00277
T39919,D0F9GE,O15439,DB00975
T39919,D0FM2P,O15439,DB00180
T39919,D0G4OD,O15439,DB00560
T39919,D0G5AG,O15439,DB12617
T39919,D0G7FJ,O15439,DB00814
T39919,D0G8NN,O15439,DB00413
T39919,D0G9YH,O15439,DB00276
T39919,D0GY5Z,O15439,DB00945
T39919,D0H0KB,O15439,DB00740
T39919,D0H0ND,O15439,DB00641
T39919,D0H3HM,O15439,DB01238
T39919,D0H3WI,O15439,DB00811
T39919,D0H6QU,O15439,DB00714
T39919,D0H8FH,O15439,DB00808
T39919,D0I0EG,O15439,DB01197
T39919,D0I2MK,O15439,DB00264
T39919,D0I6IB,O15439,DB00469
T39919,D0I7SZ,O15439,DB00881
T39919,D0IT2G,O15439,DB01234
T39919,D0IT2X,O15439,DB00821
T39919,D0J1MI,O15439,DB00643
T39919,D0J1VY,O15439,DB00494
T39919,D0J2KV,O15439,DB01182
T39919,D0J4JM,O15439,DB00206
T39919,D0J5DC,O15439,DB00636
T39919,D0JC9N,O15439,DB00210
T39919,D0K0VO,O15439,DB12661
T39919,D0K3QS,O15439,DB01590
T39919,D0K5CB,O15439,DB01001
T39919,D0K6GZ,O15439,DB01208
T39919,D0K7HU,O15439,DB01410
T39919,D0K7WK,O15439,DB00904
T39919,D0K8KX,O15439,DB04216
T39919,D0KG3R,O15439,DB06228
T39919,D0L3DK,O15439,DB04876
T39919,D0L5RW,O15439,DB06809
T39919,D0L5WM,O15439,DB01118
T39919,D0L6DA,O15439,DB00580
T39919,D0L7FM,O15439,DB01032
T39919,D0L9ZR,O15439,DB01058
T39919,D0M2MR,O15439,DB01120
T39919,D0M3QP,O15439,DB01396
T39919,D0M4YC,O15439,DB00280
T39919,D0M5OC,O15439,DB00519
T39919,D0M6DO,O15439,DB00357
T39919,D0M8RC,O15439,DB00871
T39919,D0M8VE,O15439,DB04946
T39919,D0M9BW,O15439,DB06697
T39919,D0M9DC,O15439,DB00991
T39919,D0MA9N,O15439,DB00250
T39919,D0ML1F,O15439,DB00718
T39919,D0N0RU,O15439,DB00307
T39919,D0N0TZ,O15439,DB00758
T39919,D0N1FS,O15439,DB11994
T39919,D0N3VR,O15439,DB00582
T39919,D0N5HJ,O15439,DB09477
T39919,D0N5YA,O15439,DB00912
T39919,D0N6RF,O15439,DB00966
T39919,D0NG7O,O15439,DB00315
T39919,D0NJ3V,O15439,DB01113
T39919,D0NR6S,O15439,DB04835
T39919,D0NS6H,O15439,DB00843
T39919,D0NW3X,O15439,DB00204
T39919,D0O1WX,O15439,DB00537
T39919,D0O2EM,O15439,DB00238
T39919,D0O2SR,O15439,DB09220
T39919,D0O3OS,O15439,DB06155
T39919,D0O4SE,O15439,DB00911
T39919,D0O5FY,O15439,DB00760
T39919,D0O5WP,O15439,DB01248
T39919,D0OB1J,O15439,DB00343
T39919,D0P1UX,O15439,DB00285
T39919,D0P7JZ,O15439,DB00190
T39919,D0P9RF,O15439,DB01162
T39919,D0PQ3G,O15439,DB00695
T39919,D0PW7C,O15439,DB00833
T39919,D0Q2PE,O15439,DB01059
T39919,D0Q2XF,O15439,DB00905
T39919,D0Q4SD,O15439,DB00700
T39919,D0Q4XQ,O15439,DB00593
T39919,D0Q5NX,O15439,DB00480
T39919,D0Q6NZ,O15439,DB06412
T39919,D0Q8ZX,O15439,DB01086
T39919,D0QL3P,O15439,DB00776
T39919,D0R0BX,O15439,DB00698
T39919,D0R0FE,O15439,DB00661
T39919,D0R1RS,O15439,DB00328
T39919,D0R1WR,O15439,DB00387
T39919,D0R2KJ,O15439,DB00485
T39919,D0R3QY,O15439,DB01080
T39919,D0R5RR,O15439,DB00631
T39919,D0R7HO,O15439,DB00887
T39919,D0R8ER,O15439,DB00467
T39919,D0R9OH,O15439,DB01015
T39919,D0R9VR,O15439,DB00674
T39919,D0S1NZ,O15439,DB09055
T39919,D0S3WH,O15439,DB13132
T39919,D0S4BR,O15439,DB00763
T39919,D0S5CU,O15439,DB00401
T39919,D0S5UH,O15439,DB00845
T39919,D0S5WG,O15439,DB01099
T39919,D0S9MC,O15439,DB00349
T39919,D0S9SD,O15439,DB00879
T39919,D0SH3I,O15439,DB00188
T39919,D0SV8E,O15439,DB00563
T39919,D0T0KA,O15439,DB00622
T39919,D0T1LK,O15439,DB01087
T39919,D0T2PL,O15439,DB00136
T39919,D0T2XU,O15439,DB01069
T39919,D0T5WK,O15439,DB01595
T39919,D0T7US,O15439,DB00876
T39919,D0T8GD,O15439,DB00184
T39919,D0T8VY,O15439,DB06736
T39919,D0T9DT,O15439,DB00271
T39919,D0T9TJ,O15439,DB01083
T39919,D0TR5X,O15439,DB00472
T39919,D0U0KW,O15439,DB00980
T39919,D0U1OM,O15439,DB00963
T39919,D0U2JP,O15439,DB01261
T39919,D0U4CE,O15439,DB00559
T39919,D0U4UQ,O15439,DB00999
T39919,D0U5GB,O15439,DB01601
T39919,D0U5QK,O15439,DB00316
T39919,D0U5RT,O15439,DB00794
T39919,D0U5SI,O15439,DB01035
T39919,D0UF6M,O15439,DB12829
T39919,D0UL2L,O15439,DB06725
T39919,D0UM7O,O15439,DB01221
T39919,D0V7CF,O15439,DB00224
T39919,D0V8QT,O15439,DB00291
T39919,D0V9BD,O15439,DB01128
T39919,D0VM2L,O15439,DB00399
T39919,D0W0BF,O15439,DB01217
T39919,D0W9LX,O15439,DB01136
T39919,D0WI3T,O15439,DB01232
T39919,D0WN0U,O15439,DB01023
T39919,D0WS1X,O15439,DB00535
T39919,D0WV3U,O15439,DB00457
T39919,D0X0RI,O15439,DB00379
T39919,D0X3FX,O15439,DB01183
T39919,D0X4RN,O15439,DB00281
T39919,D0X5SD,O15439,DB00822
T39919,D0X5XU,O15439,DB01262
T39919,D0X6IU,O15439,DB00446
T39919,D0X7DE,O15439,DB01149
T39919,D0X7KZ,O15439,DB09267
T39919,D0X7XG,O15439,DB02703
T39919,D0X9ZC,O15439,DB01140
T39919,D0XF8W,O15439,DB00339
T39919,D0Y0SW,O15439,DB00499
T39919,D0Y2CJ,O15439,DB00350
T39919,D0Y3MO,O15439,DB00479
T39919,D0Y5DO,O15439,DB00215
T39919,D0Y5UG,O15439,DB00321
T39919,D0Y7EM,O15439,DB07477
T39919,D0Y7IU,O15439,DB01222
T39919,D0Y7PG,O15439,DB00323
T39919,D0YV1Q,O15439,DB01172
T39919,D0Z1ZM,O15439,DB01211
T39919,D0Z3DY,O15439,DB12319
T39919,D0Z4EI,O15439,DB00834
T39919,D0Z4SB,O15439,DB01067
T39919,D0Z4UN,O15439,DB00337
T39919,D0Z4ZT,O15439,DB01395
T39919,D0Z5IU,O15439,DB00605
T39919,D0Z6UC,O15439,DB00669
T39919,D0Z7KE,O15439,DB00270
T39919,D0Z8EX,O15439,DB00649
T39919,D0Z9QR,O15439,DB00943
T39919,D0ZB7K,O15439,DB01198
T39919,D0ZS8P,O15439,DB01242
T39919,D0ZU9R,O15439,DB00503
T39919,D09YDM,O15439,DB04690
T39919,D0G7UX,O15439,DB00091
T39919,D0Q9CY,O15439,DB11828
T39919,D0SD9V,O15439,DB06623
T39919,D0VG0D,O15439,DB11651
T39919,D01PIL,O15439,DB00409
T39919,D01VAB,O15439,DB00866
T39919,D02LHR,O15439,DB08950
T39919,D03JPH,O15439,DB08942
T39919,D05RUM,O15439,DB09224
T39919,D07XPE,O15439,DB00914
T39919,D08SOF,O15439,DB00342
T39919,D0C0JT,O15439,DB04743
T39919,D0G9ZW,O15439,DB11366
T39919,D0J9GD,O15439,DB06693
T39919,D0O2IE,O15439,DB03783
T39919,D0OS6O,O15439,DB06144
T39919,D0P1JI,O15439,DB08059
T39919,D0T1RG,O15439,DB06268
T39919,D0Y2HR,O15439,DB00637
T39919,D0Y4FL,O15439,DB00778
T39919,D0Y8UB,O15439,DB06594
T39919,D01OIK,O15439,DB13781
T39919,D03IRR,O15439,DB01435
T39919,D07GXY,O15439,DB12478
T39919,D08CNS,O15439,DB04818
T39919,D0F5LH,O15439,DB01062
T39919,D0J6JT,O15439,DB12110
T39231,D01SHZ,O95271,DB12332
T39231,D00BMF,O95271,DB11793
T50688,D07XHO,P08514,DB12598
T50688,D07XHO,P05106,DB12598
T50688,D0BN9X,P08514,DB00775
T50688,D0BN9X,P05106,DB00775
T50688,D0GY5Z,P08514,DB00945
T50688,D0GY5Z,P05106,DB00945
T73482,D00OVU,O43613,DB09034
T73482,D0A7ZK,O43613,DB11951
T36483,D0VA0I,P25116,DB09030
T60897,D05EAM,Q12974,DB00738
T71266,D01ZAQ,Q9Y243,DB12218
T08123,D0R0MW,Q5S007,DB01268
T56588,D0I0DL,O15399,DB08954
T60366,D0L4FS,P11926,DB01645
T60366,D0U3EP,P11926,DB02709
T16993,D0AF6O,P16591,DB12130
T16993,D0OB0F,P16591,DB06616
T73475,D0P8YC,P09237,DB03880
T96685,D04VIS,P52789,DB05767
T96685,D0X8ED,P52789,DB12783
T32590,D09KTS,P42681,DB09053
T32590,D0E6XR,P42681,DB01254
T32590,D0OB0F,P42681,DB06616
T62820,D00ENY,Q14416,DB00142
T25317,D01AYJ,Q15125,DB00857
T25317,D01XBA,Q15125,DB00481
T25317,D06XMU,Q15125,DB00624
T25317,D07BSQ,Q15125,DB00396
T25317,D07KSG,Q15125,DB00675
T25317,D0CT9Y,Q15125,DB06735
T25317,D0D1AL,Q15125,DB00502
T25317,D0D7TB,Q15125,DB12930
T25317,D0L5WM,Q15125,DB01118
T25317,D0R4OM,Q15125,DB00831
T25317,D03TNT,Q15125,DB04652
T98337,D06OMK,Q13451,DB00864
T12837,D0A1CM,Q86X55,DB08846
T72458,D0X9PF,P32245,DB11653
T16514,D01XNB,P49327,DB00338
T16514,D0KL4J,P49327,DB01129
T16514,D0T6XX,P49327,DB00213
T16514,D0T9TJ,P49327,DB01083
T16514,D0E4WF,P49327,DB02282
T16514,D0PO8E,P49327,DB00134
T47768,D00KHM,P35372,DB01100
T47768,D00UYE,P35372,DB00454
T47768,D01KQA,P35372,DB00844
T47768,D02NSF,P35372,DB01192
T47768,D03DIG,P35372,DB00318
T47768,D03SKD,P35372,DB00497
T47768,D04JEE,P35372,DB00571
T47768,D04JHN,P35372,DB00327
T47768,D04QWE,P35372,DB00504
T47768,D05DVP,P35372,DB00549
T47768,D05GKD,P35372,DB00193
T47768,D09OJQ,P35372,DB00333
T47768,D09ZXR,P35372,DB09272
T47768,D0CS2F,P35372,DB00836
T47768,D0D1AL,P35372,DB00502
T47768,D0D7KC,P35372,DB06274
T47768,D0D8DD,P35372,DB00708
T47768,D0E1WI,P35372,DB00813
T47768,D0I0DL,P35372,DB08954
T47768,D0P6VV,P35372,DB01209
T47768,D0PG8O,P35372,DB00704
T47768,D0T3HY,P35372,DB00854
T47768,D0WE3O,P35372,DB00295
T47768,D0X3FX,P35372,DB01183
T47768,D0X5KF,P35372,DB00956
T47768,D03PJU,P35372,DB01535
T47768,D06EXA,P35372,DB12327
T47768,D07YHM,P35372,DB12341
T47768,D0Q3PD,P35372,DB11691
T47768,D0T0ZW,P35372,DB12543
T47768,D0L6QN,P35372,DB09174
T47768,D0O6SB,P35372,DB01548
T96235,D00ENY,P48058,DB00142
T96235,D03CNS,P48058,DB00606
T47885,D03ZBT,Q15139,DB08865
T50970,D0I0EG,P42892,DB01197
T67619,D00FGR,P31749,DB09031
T67619,D0EG1I,P31749,DB08895
T67619,D0J9ZR,P31749,DB06803
T67619,D0K8KX,P31749,DB04216
T67619,D0R0MW,P31749,DB01268
T67619,D01ZAQ,P31749,DB12218
T67619,D03LWG,P31749,DB11886
T67619,D0L4FS,P31749,DB01645
T67619,D0O0LS,P31749,DB11986
T67619,D0A1CM,P31749,DB08846
T20973,D0EG1I,Q00535,DB08895
T20973,D00UZR,Q00535,DB09073
T20973,D05ADP,Q00535,DB06195
T20973,D0LF1U,Q00535,DB03496
T11615,D0C4YC,Q9UPY5,DB00244
T11615,D0D4CY,Q9UPY5,DB00891
T65689,D01JUF,Q9Y2I1,DB00692
T65689,D01MDT,Q9Y2I1,DB00697
T65689,D03SKR,Q9Y2I1,DB00575
T65689,D06OFS,Q9Y2I1,DB11738
T65689,D07MOX,Q9Y2I1,DB00368
T65689,D09EBS,Q9Y2I1,DB00935
T65689,D0E9PK,Q9Y2I1,DB09242
T65689,D0K7WK,Q9Y2I1,DB00904
T65689,D0O6IZ,Q9Y2I1,DB06711
T65689,D0Z2MB,Q9Y2I1,DB04885
T65689,D06QKW,Q9Y2I1,DB09202
T82383,D03ZBT,P30530,DB08865
T82383,D04KZY,P30530,DB12141
T82383,D0IQ6P,P30530,DB08875
T82383,D0K8KX,P30530,DB04216
T82383,D0OB0F,P30530,DB06616
T82383,D0R0MW,P30530,DB01268
T82383,D03LWG,P30530,DB11886
T82383,D06EGV,P30530,DB12381
T82383,D0D1GF,P30530,DB12307
T69619,D0P9AC,Q16853,DB00780
T42025,D08QMX,O95718,DB00783
T42025,D0L4FS,O95718,DB01645
T62431,D04LVK,P43405,DB09063
T62431,D0AZ3C,P43405,DB00619
T62431,D0K8KX,P43405,DB04216
T62431,D0OB0F,P43405,DB06616
T62431,D0V8HJ,P43405,DB12010
T62431,D03LWG,P43405,DB11886
T62431,D0L4FS,P43405,DB01645
T62431,D0O0LS,P43405,DB11986
T62431,D0O0VZ,P43405,DB08399
T61744,D05MQK,P27815,DB00820
T61744,D09QEI,P27815,DB00806
T61744,D0NJ3V,P27815,DB01113
T61744,D0R4UW,P27815,DB01656
T61744,D03QJL,P27815,DB05266
T61744,D0M7CB,P27815,DB13029
T61744,D0T5PO,P27815,DB01954
T61744,D0Z2FB,P27815,DB01791
T61744,D02EMR,P27815,DB03849
T03691,D09JUG,P09960,DB00744
T03691,D0E3SH,P09960,DB06603
T03691,D0E7PQ,P09960,DB02546
T03691,D0I0EG,P09960,DB01197
T03691,D0RA5Q,P09960,DB03424
T03691,D00FHR,P09960,DB11830
T03691,D05KED,P09960,DB12376
T03691,D0GH3Q,P09960,DB12645
T03691,D0L2UQ,P09960,DB05223
T03691,D0M8FD,P09960,DB11841
T03691,D0U3EP,P09960,DB02709
T03691,D0V0SL,P09960,DB12565
T03691,D0XT6W,P09960,DB05015
T03691,D0Z4RC,P09960,DB12174
T03691,D0C0JT,P09960,DB04743
T03691,D0X9PW,P09960,DB04905
T81452,D0T9TJ,Q9BV23,DB01083
T87023,D06ABF,P25105,DB00455
T87023,D0B7NG,P25105,DB01114
T87023,D0N7AD,P25105,DB00719
T87023,D0S1CQ,P25105,DB11614
T87023,D0P1YE,P25105,DB12427
T87023,D04FHG,P25105,DB02261
T32764,D0R0MW,Q2M2I8,DB01268
T47081,D0G7UX,P62937,DB00091
T47081,D08MYL,P62937,DB13068
T22583,D01TNW,Q9NY91,DB06292
T22583,D0Q3VE,Q9NY91,DB11827
T96623,D08IBS,P08238,DB00173
T96623,D0Q0PR,P08238,DB01051
T96623,D01FYA,P08238,DB12638
T96623,D0ZA6G,P08238,DB03758
T78429,D0O0LS,O14920,DB11986
T55729,D0EG1I,Q15759,DB08895
T47164,D0OB0F,Q13043,DB06616
T63505,D00STL,P00519,DB04868
T63505,D01PZD,P00519,DB06436
T63505,D01ZRI,P00519,DB06626
T63505,D03ZBT,P00519,DB08865
T63505,D04LVK,P00519,DB09063
T63505,D07POC,P00519,DB00530
T63505,D08CDI,P00519,DB01259
T63505,D09XZB,P00519,DB00317
T63505,D0AZ3C,P00519,DB00619
T63505,D0C4RB,P00519,DB01229
T63505,D0E6XR,P00519,DB01254
T63505,D0E7PQ,P00519,DB02546
T63505,D0G6QF,P00519,DB05294
T63505,D0H0EQ,P00519,DB08901
T63505,D0J1MI,P00519,DB00643
T63505,D0J9ZR,P00519,DB06803
T63505,D0OB0F,P00519,DB06616
T63505,D0R0MW,P00519,DB01268
T63505,D0W5HK,P00519,DB00398
T63505,D00UZR,P00519,DB09073
T63505,D03LWG,P00519,DB11886
T63505,D05ADP,P00519,DB06195
T63505,D08HOM,P00519,DB11694
T63505,D0L4FS,P00519,DB01645
T63505,D0M0XB,P00519,DB11805
T63505,D0O0LS,P00519,DB11986
T63505,D0Z4RC,P00519,DB12174
T63505,D03NPX,P00519,DB02567
T24965,D0OB1J,Q13698,DB00343
T40276,D01XYJ,P05771,DB00495
T40276,D06IAR,P05771,DB00640
T40276,D0LF1U,P05771,DB03496
T40276,D0O0LS,P05771,DB11986
T40276,D0R9YR,P05771,DB12480
T85467,D05ZTH,P43115,DB01088
T85467,D06FEA,P43115,DB00917
T85467,D00HTY,P43115,DB12789
T85467,D00IQH,P43115,DB12836
T97149,D05ADP,O43781,DB06195
T53024,D02XIY,P30874,DB00104
T53024,D0TV0C,P30874,DB06663
T53024,D0Y2HR,P30874,DB00637
T13714,D04LKS,P55055,DB08877
T13714,D0G3PI,P55055,DB00523
T13714,D0N0RU,P55055,DB00307
T13714,D0L4FS,P55055,DB01645
T13714,D0R9YR,P55055,DB12480
T89361,D05SBO,Q00534,DB12001
T89361,D0K8KX,Q00534,DB04216
T89361,D00UZR,Q00534,DB09073
T89361,D05ADP,Q00534,DB06195
T89361,D08MXP,Q00534,DB11730
T89361,D0LF1U,Q00534,DB03496
T93344,D01AYJ,Q14534,DB00857
T93344,D02RQU,Q14534,DB00175
T93344,D0L5WM,Q14534,DB01118
T11309,D03KKR,P13500,DB08162
T11309,D0L1UK,P13500,DB04707
T51452,D07JVL,P47869,DB00829
T51452,D0L9GG,P47869,DB00404
T51452,D0T1WN,P47869,DB00425
T74483,D0X7GL,O43526,DB04953
T63967,D0K0KH,P43681,DB11699
T63967,D0K0KH,P17787,DB11699
T63967,D0K7WK,P43681,DB00904
T63967,D0K7WK,P17787,DB00904
T63967,D0Q9HF,P43681,DB03128
T63967,D0Q9HF,P17787,DB03128
T63967,D0T8GD,P43681,DB00184
T63967,D0T8GD,P17787,DB00184
T63967,D0V8HA,P43681,DB00657
T63967,D0V8HA,P17787,DB00657
T63967,D0X4ZR,P43681,DB01156
T63967,D0X4ZR,P17787,DB01156
T63967,D01IVE,P43681,DB05137
T63967,D01IVE,P17787,DB05137
T63967,D0ZC3C,P43681,DB05708
T63967,D0ZC3C,P17787,DB05708
T52389,D02TJS,P15559,DB00266
T16117,D08ZEB,P29475,DB00356
T16117,D0V0NL,P29475,DB05383
T16117,D03WOZ,P29475,DB02207
T16117,D0I7VD,P29475,DB02234
T37961,D0D9JW,Q13153,DB00465
T37961,D07SDQ,Q13153,DB11672
T37961,D0U3EP,Q13153,DB02709
T93783,D0E3SH,P04608,DB06603
T93783,D0E7PQ,P04608,DB02546
T13644,D0TV0C,P32745,DB06663
T13644,D0Y2HR,P32745,DB00637
T87024,D04NQI,P05067,DB00613
T87024,D07HBX,P05067,DB00936
T87024,D09CGE,P05067,DB09149
T87024,D09EGZ,P05067,DB00608
T87024,D0A1PX,P05067,DB00712
T87024,D0E6YQ,P05067,DB00382
T87024,D0K8KX,P05067,DB04216
T87024,D0N0ES,P05067,DB00627
T87024,D0W9LX,P05067,DB01136
T87024,D07HZG,P05067,DB08382
T87024,D07SDQ,P05067,DB11672
T87024,D0U3EP,P05067,DB02709
T87024,D03SLR,P05067,DB07767
T87024,D05UQD,P05067,DB00886
T87024,D00KEP,P05067,DB00974
T87024,D05CCT,P05067,DB08167
T87024,D0A1CM,P05067,DB08846
T97196,D0B3HD,Q13315,DB00201
T97196,D0VG0D,Q13315,DB11651
T97196,D0W7HE,Q13315,DB12015
T89458,D0L4FS,P11166,DB01645
T89458,D0Z0HH,P11166,DB13044
T71390,D08IWD,P31213,DB01216
T71390,D0A9YA,P31213,DB01126
T51407,D03ZMQ,O14980,DB04665
T28213,D0F1LZ,O15552,DB03166
T99912,D05JZS,Q16719,DB07069
T53524,D00STL,P16234,DB04868
T53524,D01PZD,P16234,DB06436
T53524,D03ZBT,P16234,DB08865
T53524,D04LVK,P16234,DB09063
T53524,D07POC,P16234,DB00530
T53524,D08CDI,P16234,DB01259
T53524,D0AZ3C,P16234,DB00619
T53524,D0E6XR,P16234,DB01254
T53524,D0H0EQ,P16234,DB08901
T53524,D0IQ6P,P16234,DB08875
T53524,D0R0MW,P16234,DB01268
T53524,D03LWG,P16234,DB11886
T53524,D07KYT,P16234,DB12874
T53524,D08HOM,P16234,DB11694
T53524,D0D1GF,P16234,DB12307
T53524,D0M0XB,P16234,DB11805
T53524,D0W7JZ,P16234,DB11800
T84581,D05CCT,Q16881,DB08167
T53251,D09FAZ,Q96KQ7,DB00928
T53251,D0V0LB,Q96KQ7,DB00847
T53251,D0X5SD,Q96KQ7,DB00822
T53251,D0X5XU,Q96KQ7,DB01262
T53251,D0B1FE,Q96KQ7,DB12610
T53251,D00FLT,Q96KQ7,DB01910
T27445,D03JSJ,P00956,DB00410
T40694,D01ZRI,P53350,DB06626
T40694,D07POC,P53350,DB00530
T40694,D08CDI,P53350,DB01259
T40694,D0K8KX,P53350,DB04216
T40694,D0R0MW,P53350,DB01268
T40694,D00BYM,P53350,DB12062
T40694,D03LWG,P53350,DB11886
T40694,D0KF9Q,P53350,DB12146
T40694,D0O0LS,P53350,DB11986
T40694,D0P1JI,P53350,DB08059
T40694,D0A1CM,P53350,DB08846
T07191,D0OB0F,Q12851,DB06616
T50089,D07UHS,Q9H228,DB08868
T50089,D07EDB,Q9H228,DB12612
T50089,D07FKQ,Q9H228,DB12371
T79027,D07XSN,P32320,DB00987
T06273,D01SHZ,P09874,DB12332
T06273,D00BMF,P09874,DB11793
T78349,D0K8KX,Q15717,DB04216
T24836,D0I0RJ,P04070,DB00594
T24836,D0J0BU,P04070,DB12364
T82393,D0P8YC,P78536,DB03880
T03917,D01XNB,P05023,DB00338
T03917,D01XNB,P13637,DB00338
T03917,D01XNB,P05026,DB00338
T03917,D01XNB,P54709,DB00338
T03917,D02OZE,P05023,DB00390
T03917,D02OZE,P13637,DB00390
T03917,D02OZE,P05026,DB00390
T03917,D02OZE,P54709,DB00390
T03917,D0AR3J,P05023,DB01092
T03917,D0AR3J,P13637,DB01092
T03917,D0AR3J,P05026,DB01092
T03917,D0AR3J,P54709,DB01092
T03917,D0M3QP,P05023,DB01396
T03917,D0M3QP,P13637,DB01396
T03917,D0M3QP,P05026,DB01396
T03917,D0M3QP,P54709,DB01396
T03917,D0T6XX,P05023,DB00213
T03917,D0T6XX,P13637,DB00213
T03917,D0T6XX,P05026,DB00213
T03917,D0T6XX,P54709,DB00213
T37848,D00AXJ,P08684,DB01110
T37848,D00FGR,P08684,DB09031
T37848,D00IBN,P08684,DB00554
T37848,D00KHM,P08684,DB01100
T37848,D00KVO,P08684,DB00518
T37848,D00YZD,P08684,DB08930
T37848,D01AXB,P08684,DB00476
T37848,D01QIN,P08684,DB01076
T37848,D01XBA,P08684,DB00481
T37848,D01XNB,P08684,DB00338
T37848,D01ZII,P08684,DB00477
T37848,D02DPA,P08684,DB00501
T37848,D02HED,P08684,DB00850
T37848,D02OZE,P08684,DB00390
T37848,D02STN,P08684,DB05812
T37848,D02VJP,P08684,DB09065
T37848,D02YIZ,P08684,DB00199
T37848,D03BLF,P08684,DB00620
T37848,D03HJK,P08684,DB00207
T37848,D04JEE,P08684,DB00571
T37848,D04NQI,P08684,DB00613
T37848,D04OSE,P08684,DB01115
T37848,D04XGT,P08684,DB11989
T37848,D05CEU,P08684,DB04841
T37848,D05EAM,P08684,DB00738
T37848,D05LBU,P08684,DB00208
T37848,D06ABF,P08684,DB00455
T37848,D06GDY,P08684,DB00715
T37848,D06GKN,P08684,DB00969
T37848,D06IGU,P08684,DB13179
T37848,D06MAJ,P08684,DB12523
T37848,D06NXY,P08684,DB00977
T37848,D06OMK,P08684,DB00864
T37848,D06XMU,P08684,DB00624
T37848,D06YFA,P08684,DB01200
T37848,D07ABV,P08684,DB01263
T37848,D07ACT,P08684,DB01212
T37848,D07ESC,P08684,DB05676
T37848,D07HOB,P08684,DB00762
T37848,D07JJS,P08684,DB00576
T37848,D07KSG,P08684,DB00675
T37848,D07POC,P08684,DB00530
T37848,D07UYO,P08684,DB00601
T37848,D08CDI,P08684,DB01259
T37848,D09EGZ,P08684,DB00608
T37848,D09GOS,P08684,DB00257
T37848,D09HNR,P08684,DB00976
T37848,D09IPV,P08684,DB01406
T37848,D09KTS,P08684,DB09053
T37848,D09LNI,P08684,DB00196
T37848,D09MGR,P08684,DB01628
T37848,D09SGV,P08684,DB09102
T37848,D09XQF,P08684,DB00951
T37848,D0A0OO,P08684,DB00701
T37848,D0AZ3C,P08684,DB00619
T37848,D0B7EB,P08684,DB00773
T37848,D0C3SW,P08684,DB11560
T37848,D0D1AL,P08684,DB00502
T37848,D0D4YZ,P08684,DB08934
T37848,D0D9FV,P08684,DB01173
T37848,D0E6XR,P08684,DB01254
T37848,D0E6YQ,P08684,DB00382
T37848,D0E7PQ,P08684,DB02546
T37848,D0EG1I,P08684,DB08895
T37848,D0EV8E,P08684,DB01127
T37848,D0F9BY,P08684,DB00362
T37848,D0H0KB,P08684,DB00740
T37848,D0H0ND,P08684,DB00641
T37848,D0I1FQ,P08684,DB06817
T37848,D0I2MK,P08684,DB00264
T37848,D0IT2G,P08684,DB01234
T37848,D0K0TC,P08684,DB01104
T37848,D0K7WK,P08684,DB00904
T37848,D0K8KX,P08684,DB04216
T37848,D0K9MY,P08684,DB06335
T37848,D0KR5B,P08684,DB00741
T37848,D0N3VR,P08684,DB00582
T37848,D0N6RF,P08684,DB00966
T37848,D0NJ5H,P08684,DB06203
T37848,D0NS6H,P08684,DB00843
T37848,D0O3OS,P08684,DB06155
T37848,D0OB1J,P08684,DB00343
T37848,D0Q2PE,P08684,DB01059
T37848,D0Q9JT,P08684,DB01011
T37848,D0R0FE,P08684,DB00661
T37848,D0S5LO,P08684,DB11978
T37848,D0T0KA,P08684,DB00622
