uniprot_id,seq_features
P35499,"0.155798,0.202068,0.165734,-0.170717,0.185420,0.184298,0.201940,-0.197187,0.202396,-0.171103,0.195374,0.163325,-0.192706,-0.156066,-0.192186,-0.163888,-0.214444,0.168003,-0.151893,-0.199221,-0.182053,0.194171,0.199365,0.184987,-0.190619,-0.202482,0.173452,0.188269,0.159651,-0.183627,-0.179631,-0.145809,0.143492,-0.195379,0.198906,0.200765,-0.191722,-0.167667,0.199084,-0.154259,0.164246,-0.215730,0.191215,-0.174205,0.201880,0.192333,-0.206170,-0.193273,-0.191144,0.208516,0.203991,0.144726,-0.191044,0.138025,-0.205857,-0.195025,-0.145195,0.190724,0.201536,-0.191760,-0.174069,0.186857,0.190506,0.181004"
Q9UP65,"0.062393,0.122599,0.065053,-0.077419,0.100778,0.095405,0.124166,-0.109168,0.133008,-0.082205,0.107178,0.064810,-0.126041,-0.048112,-0.130451,-0.074362,-0.139647,0.071983,-0.045136,-0.123047,-0.088030,0.136277,0.127846,0.104299,-0.104914,-0.127687,0.097135,0.104831,0.098228,-0.097263,-0.079087,-0.033133,0.071799,-0.112973,0.122173,0.134438,-0.102685,-0.066394,0.112284,-0.071460,0.074251,-0.184174,0.105636,-0.111708,0.136489,0.093995,-0.152216,-0.109971,-0.095927,0.148969,0.146444,0.042710,-0.123268,0.045199,-0.141325,-0.132433,-0.079198,0.106817,0.139456,-0.110800,-0.093631,0.131749,0.139988,0.103964"
P43403,"0.160067,-0.332766,-0.058074,0.049342,-0.121723,-0.204971,-0.297103,0.319197,-0.244728,0.221982,-0.212775,-0.116711,0.204544,0.035160,0.098318,0.060536,0.332981,-0.208270,0.125475,0.265371,0.206846,-0.180581,-0.163295,-0.180572,0.268829,0.294714,-0.100632,-0.258736,0.005810,0.084052,0.296266,0.137008,0.025480,0.329673,-0.178054,-0.207800,0.182083,0.225712,-0.325484,0.265039,-0.017460,0.223823,-0.206979,0.084741,-0.282912,-0.356629,0.101755,0.269985,0.288195,-0.290149,-0.311365,0.005028,0.282243,-0.340559,0.155994,0.078138,-0.059853,-0.287824,-0.252416,0.244560,0.132379,-0.056961,0.004024,-0.000569"
P49336,"0.004759,0.040883,0.039459,-0.043904,0.041732,0.036856,0.025689,-0.026272,0.033468,-0.106625,0.000819,0.082776,-0.093916,-0.049489,-0.071285,-0.086678,0.008559,0.080285,-0.100075,-0.041867,-0.027553,0.086284,0.010796,0.056525,-0.032419,-0.039016,0.085971,0.064738,0.147081,-0.020806,-0.049118,-0.078668,0.159958,-0.057900,0.006218,0.040789,-0.019954,-0.073670,0.029156,-0.156619,0.077374,-0.094916,0.017431,-0.130602,0.073218,0.021587,-0.027873,-0.047135,-0.008022,0.058965,0.093830,0.065761,-0.115938,0.218046,-0.016421,-0.019274,-0.167016,0.036618,0.087988,-0.051968,-0.089542,0.114559,0.087076,0.020878"
P00749,"0.193913,-0.012626,0.119432,-0.125656,0.078451,0.032293,-0.010989,0.010472,0.007721,-0.047983,0.024348,0.113742,-0.059589,-0.137414,-0.138752,-0.136164,0.003839,0.033339,-0.091536,-0.010960,-0.028860,0.089171,0.070074,0.067640,0.003037,-0.011011,0.119851,0.027408,0.172290,-0.090759,-0.004162,-0.082914,0.205780,0.013180,0.040479,0.050448,-0.067877,-0.050495,-0.006145,-0.055380,0.139654,-0.071983,0.025328,-0.151619,0.014229,-0.028852,-0.111246,-0.031952,0.008269,0.028807,0.010321,0.137023,-0.030989,0.038086,-0.073184,-0.112051,-0.214963,-0.016181,0.045356,-0.015554,-0.116020,0.139453,0.153159,0.131272"
P09769,"0.177429,-0.240007,-0.000312,-0.028806,-0.055623,-0.109625,-0.209892,0.227373,-0.159260,0.086198,-0.157195,0.002122,0.096290,-0.061612,0.020626,-0.049163,0.266988,-0.089645,-0.008280,0.166562,0.125310,-0.080796,-0.106889,-0.087221,0.176856,0.204227,0.007186,-0.139045,0.128433,0.026845,0.182921,0.008733,0.172949,0.207505,-0.126322,-0.154667,0.112759,0.106254,-0.228407,0.114441,0.084800,0.151196,-0.137331,-0.037243,-0.187385,-0.249895,0.063510,0.167433,0.208788,-0.200765,-0.199611,0.104351,0.135909,-0.089271,0.111030,0.030596,-0.165628,-0.192810,-0.138307,0.159277,0.029581,0.034543,0.065915,0.043004"
P15104,"0.184020,0.120049,0.337602,-0.243597,0.191605,0.153098,0.153585,-0.115825,0.139483,-0.273645,0.151060,0.244670,-0.210886,-0.204742,-0.208909,-0.229538,-0.186196,0.202711,-0.364814,-0.126405,-0.209574,0.239711,0.148666,0.153900,-0.144668,-0.140432,0.242081,0.187108,0.418773,-0.216896,-0.183285,-0.298117,0.392028,-0.157239,0.142958,0.174214,-0.179568,-0.197559,0.135366,-0.342786,0.268446,-0.183553,0.140115,-0.288584,0.151648,0.203210,-0.169742,-0.193433,-0.104287,0.204625,0.210585,0.309923,-0.219521,0.412200,-0.129626,-0.115544,-0.484769,0.135779,0.148829,-0.184022,-0.249552,0.258097,0.156109,0.176432"
Q9BZP6,"0.063477,0.089683,0.105015,-0.091560,0.079412,0.114221,0.099818,-0.068858,0.097167,-0.200624,0.059393,0.126187,-0.160516,-0.063962,-0.088625,-0.145709,-0.079215,0.136817,-0.212156,-0.082124,-0.117731,0.120693,0.066450,0.089286,-0.088646,-0.084552,0.128486,0.118595,0.233862,-0.086455,-0.101202,-0.121989,0.224251,-0.091898,0.071041,0.068611,-0.086651,-0.100260,0.058649,-0.225504,0.135256,-0.143780,0.087071,-0.149024,0.120707,0.114604,-0.094479,-0.097635,-0.049942,0.111127,0.139932,0.183257,-0.170696,0.307451,-0.047474,-0.059814,-0.279308,0.099369,0.119780,-0.096259,-0.135540,0.180615,0.150442,0.053883"
P21462,"0.203686,0.175939,0.208916,-0.210604,0.195878,0.178969,0.174224,-0.176353,0.173518,-0.196787,0.181764,0.210171,-0.195366,-0.207298,-0.204797,-0.207741,-0.182991,0.180533,-0.213034,-0.177368,-0.183409,0.196203,0.185686,0.189967,-0.166677,-0.181678,0.195480,0.187876,0.216211,-0.193027,-0.179549,-0.189040,0.219659,-0.177354,0.181065,0.180139,-0.204947,-0.190126,0.177924,-0.187406,0.208118,-0.196316,0.175740,-0.214429,0.182191,0.179724,-0.198505,-0.187242,-0.171620,0.181138,0.184839,0.196494,-0.195591,0.204852,-0.186017,-0.187381,-0.226759,0.163493,0.191945,-0.183260,-0.198388,0.219925,0.209923,0.192681"
P00491,"-0.018148,-0.291697,0.127502,0.108137,-0.165545,-0.145387,-0.276940,0.295386,-0.260340,-0.106305,-0.286957,0.009195,0.115182,-0.078456,0.116583,-0.129358,0.413005,0.012391,-0.156122,0.251635,0.027066,-0.060067,-0.263521,-0.152033,0.217077,0.318343,0.024491,-0.149912,0.161781,0.043444,0.072528,-0.149202,0.355842,0.208676,-0.275615,-0.226164,0.260548,0.126019,-0.284794,-0.281014,-0.001675,0.265779,-0.204048,-0.169165,-0.207694,-0.255803,0.290823,0.183278,0.259130,-0.209819,-0.200596,0.163290,0.098790,0.356975,0.322403,0.359518,-0.416704,-0.217795,-0.225299,0.155308,-0.024203,-0.021994,-0.137981,-0.041684"
Q13255,"0.192816,0.228395,0.214185,-0.227023,0.213027,0.211490,0.239371,-0.220165,0.233828,-0.192702,0.225219,0.200601,-0.215945,-0.201177,-0.214783,-0.207030,-0.259007,0.213054,-0.211091,-0.216003,-0.205650,0.226373,0.229155,0.222224,-0.204363,-0.235927,0.210999,0.222605,0.214731,-0.204083,-0.209950,-0.180445,0.183096,-0.211272,0.217398,0.234867,-0.250788,-0.216903,0.227565,-0.213706,0.209057,-0.253508,0.218642,-0.225327,0.226238,0.235871,-0.229841,-0.215379,-0.219468,0.242303,0.228699,0.186552,-0.231671,0.184617,-0.232214,-0.231563,-0.184002,0.213621,0.227101,-0.228080,-0.211839,0.245497,0.234111,0.216929"
P27707,"0.163092,0.207545,0.173162,-0.186205,0.196207,0.188546,0.208192,-0.203647,0.208186,-0.176796,0.204018,0.175205,-0.201186,-0.164845,-0.201331,-0.169212,-0.225245,0.173342,-0.166205,-0.204948,-0.184746,0.200827,0.205180,0.192492,-0.194070,-0.211122,0.179731,0.197339,0.177580,-0.188632,-0.183891,-0.153408,0.154802,-0.201984,0.205023,0.206573,-0.205504,-0.179240,0.206525,-0.158067,0.177903,-0.224922,0.194251,-0.183171,0.207703,0.201439,-0.214482,-0.200905,-0.195188,0.213819,0.213227,0.154241,-0.202137,0.151857,-0.212918,-0.204483,-0.158426,0.194428,0.210865,-0.198006,-0.180871,0.200118,0.201210,0.184201"
O60341,"-2.861757,-5.104729,-3.078863,3.558802,-4.138298,-4.714531,-4.779417,5.152428,-4.612482,4.382432,-4.492495,-4.170247,4.228788,3.846081,3.526959,3.541684,4.211018,-5.008410,3.887835,4.894652,4.195068,-3.618152,-3.980846,-4.596087,5.238965,4.905016,-3.898823,-4.788781,-2.872658,3.591068,5.014820,4.703589,-2.765798,5.212953,-4.205717,-4.280469,3.807427,5.193899,-5.051328,4.345839,-3.905954,3.378648,-4.613272,3.005405,-4.654024,-4.988681,3.276930,4.583495,5.095413,-4.298172,-4.519309,-3.745800,4.591253,-4.652574,3.998142,3.997167,2.168453,-5.329776,-4.471630,4.729377,4.044453,-2.992991,-3.128779,-3.338566"
O14939,"-0.041835,-0.030104,0.041286,0.046090,-0.042812,-0.028032,-0.038792,0.037078,-0.072669,-0.010131,-0.026747,-0.004078,0.048449,-0.013329,0.031807,-0.027018,0.042692,0.007048,0.018467,0.047401,0.010785,-0.033453,-0.053791,-0.049352,0.020007,0.055545,0.001309,-0.040557,-0.061638,0.022298,-0.018066,-0.033548,0.033966,0.032165,-0.052851,-0.045133,0.050301,-0.000335,-0.020991,-0.071088,-0.011503,0.089652,-0.040062,0.001615,-0.042694,-0.024347,0.074271,0.025111,0.021284,-0.021240,-0.052582,-0.027486,0.043877,0.050914,0.055286,0.088082,-0.002123,-0.038874,-0.054408,0.037169,-0.016130,-0.073448,-0.095855,-0.039551"
Q9Y4D2,"0.195226,-0.003276,0.160790,-0.197656,0.057494,0.004893,-0.048684,-0.032289,-0.098487,-0.035592,0.040715,0.218324,0.017764,-0.229485,-0.037761,-0.120424,-0.024542,0.024614,-0.203118,0.037009,0.000364,-0.039112,0.023189,0.063745,0.054518,-0.005452,0.032864,0.026442,0.052483,-0.027824,-0.038526,-0.141510,0.121313,0.030902,-0.010193,-0.059694,-0.163182,-0.166890,0.012607,-0.034427,0.116763,0.095434,-0.009768,-0.048695,-0.073274,0.078170,-0.032945,-0.039769,-0.032551,-0.083232,-0.095484,0.138915,0.011440,0.150287,0.012573,-0.048495,-0.101786,-0.078302,-0.022326,0.016956,-0.088334,0.040949,0.024945,0.020411"
P33981,"0.121052,0.169056,0.158066,-0.165841,0.171934,0.159836,0.178189,-0.166011,0.179593,-0.163675,0.171104,0.152617,-0.178822,-0.141625,-0.176050,-0.149213,-0.189019,0.159191,-0.155004,-0.172390,-0.165186,0.187702,0.164210,0.159928,-0.164938,-0.173600,0.165672,0.175394,0.185167,-0.168319,-0.163407,-0.148430,0.166988,-0.175601,0.167112,0.183059,-0.168346,-0.148677,0.174775,-0.159551,0.163153,-0.192366,0.158218,-0.180150,0.179648,0.170478,-0.168393,-0.177355,-0.155935,0.188903,0.193158,0.148380,-0.189655,0.171193,-0.173516,-0.155631,-0.179106,0.164427,0.178285,-0.171091,-0.162195,0.177248,0.166980,0.156423"
P42684,"0.153774,-0.810755,-0.017256,0.280403,-0.413186,-0.637265,-0.722706,0.852938,-0.705848,0.511496,-0.572787,-0.431244,0.561944,0.221322,0.268238,0.137862,0.637636,-0.657950,0.367551,0.748165,0.480840,-0.418562,-0.442054,-0.610920,0.806783,0.798074,-0.349915,-0.739349,-0.131250,0.270444,0.721531,0.551963,0.043886,0.848993,-0.459677,-0.561425,0.360684,0.708991,-0.790944,0.524191,-0.222898,0.344423,-0.612468,0.108161,-0.678249,-0.841367,0.224877,0.692317,0.755609,-0.613720,-0.698418,-0.310145,0.734269,-0.759783,0.419510,0.399322,-0.085788,-0.849419,-0.621281,0.660284,0.394283,-0.091313,-0.131380,-0.146610"
P53667,"-0.375142,-0.316613,-0.294517,0.328393,-0.304643,-0.257128,-0.323628,0.369823,-0.272161,0.018345,-0.445541,-0.203439,0.120786,0.270219,0.282742,0.123257,0.503957,-0.114426,0.026666,0.282721,0.256874,-0.175867,-0.431492,-0.264692,0.299510,0.343797,-0.158221,-0.202939,0.110136,0.322925,0.252487,0.151668,0.097434,0.230625,-0.397030,-0.338681,0.398176,0.246592,-0.369957,-0.084945,-0.148567,0.151267,-0.333508,0.006510,-0.193855,-0.352134,0.408636,0.307399,0.403158,-0.263287,-0.131190,-0.131602,0.044968,0.333041,0.426771,0.429325,-0.127309,-0.262009,-0.164893,0.239830,0.195446,-0.027728,-0.161081,-0.317771"
Q5BJF2,"-2.212106,-3.877269,-4.170420,2.986489,-3.438292,-3.620055,-4.094798,3.178217,-4.019456,4.950886,-3.084446,-3.333930,4.694040,3.170154,4.697666,4.667180,3.867331,-4.014614,3.723911,3.878821,4.065631,-5.417114,-3.655651,-3.390857,3.545336,3.547696,-4.702649,-3.939840,-5.348626,3.858584,3.928996,3.354066,-5.889453,4.096315,-3.592068,-4.308354,3.400141,3.001437,-3.729242,5.915946,-3.789282,5.959404,-3.434411,6.094367,-4.718645,-3.321191,4.172366,4.058140,2.983375,-5.169290,-5.289128,-3.174327,4.944008,-5.967870,3.893368,3.014362,5.682507,-3.655556,-4.799319,3.859751,4.487536,-5.309200,-4.357179,-3.751048"
P26358,"-0.518448,-0.546687,-0.323721,0.421911,-0.443476,-0.409110,-0.543000,0.585665,-0.485545,0.047907,-0.669538,-0.261446,0.257935,0.296481,0.430793,0.138870,0.796547,-0.148669,0.012525,0.485681,0.354513,-0.275695,-0.668203,-0.417213,0.473446,0.593541,-0.211084,-0.344231,0.110723,0.433891,0.328233,0.086959,0.239501,0.388272,-0.623830,-0.500582,0.604806,0.348843,-0.566012,-0.182718,-0.218864,0.380725,-0.522981,-0.001625,-0.382296,-0.531700,0.678852,0.457750,0.596300,-0.472068,-0.291597,-0.104092,0.156986,0.512030,0.681968,0.710523,-0.250523,-0.438939,-0.365050,0.408596,0.255587,-0.165102,-0.354467,-0.459035"
Q13177,"0.268558,-0.547530,0.208354,-0.035016,-0.209714,-0.254806,-0.533908,0.542082,-0.526380,-0.120586,-0.490480,0.164710,0.195749,-0.307214,0.040593,-0.353409,0.686358,-0.075391,-0.250788,0.462459,0.155447,-0.090836,-0.346768,-0.209253,0.480875,0.539395,0.104893,-0.279083,0.329635,0.079531,0.227784,-0.218457,0.740966,0.440838,-0.426707,-0.421902,0.236884,0.154298,-0.521984,-0.238844,0.168492,0.367861,-0.364278,-0.348815,-0.416407,-0.506856,0.285868,0.305770,0.494036,-0.464513,-0.434710,0.315126,0.214773,0.477081,0.430658,0.353401,-0.671468,-0.513840,-0.343804,0.364433,-0.073261,0.132056,-0.008055,0.003553"
O00141,"0.134037,0.057436,0.172021,-0.135618,0.098697,0.091739,0.057639,-0.053345,0.058150,-0.173627,0.053048,0.161832,-0.118280,-0.165606,-0.111411,-0.178483,-0.017290,0.146198,-0.209577,-0.062636,-0.117633,0.122821,0.054572,0.090537,-0.060423,-0.050439,0.144526,0.105476,0.230997,-0.109640,-0.108231,-0.174059,0.253680,-0.080097,0.050088,0.067843,-0.087323,-0.123790,0.058802,-0.210040,0.164271,-0.093246,0.068341,-0.201570,0.083075,0.066338,-0.058141,-0.093378,-0.049685,0.069913,0.095062,0.176171,-0.131502,0.287229,-0.046603,-0.041720,-0.273363,0.060238,0.096950,-0.090038,-0.148941,0.174248,0.123509,0.108939"
P09871,"0.134954,-0.092724,-0.005030,-0.037963,0.023024,-0.046161,-0.067829,0.089787,-0.033401,0.084219,-0.018235,-0.033160,0.049003,-0.020937,-0.005110,0.023369,0.070974,-0.041686,0.015963,0.067282,0.060469,-0.053961,-0.011489,-0.021378,0.072243,0.071044,-0.030880,-0.061641,0.060561,-0.015920,0.107324,0.047942,0.000428,0.111479,-0.006153,-0.011760,0.003220,0.055847,-0.098674,0.140852,0.048585,0.032041,-0.033270,0.028942,-0.068968,-0.118633,-0.026628,0.077743,0.076000,-0.089008,-0.082745,0.044437,0.097364,-0.209122,-0.006698,-0.046165,-0.038787,-0.062663,-0.059800,0.050964,0.046790,0.039398,0.080701,0.059594"
P11309,"-0.172882,-0.255855,0.047582,-0.005631,-0.141662,-0.129280,-0.178130,0.272781,-0.155999,-0.147241,-0.277049,-0.012102,0.025186,0.037980,0.113416,-0.042075,0.309582,0.029379,-0.222856,0.194586,0.016547,0.065979,-0.324858,-0.177046,0.200783,0.276986,0.062518,-0.033640,0.382989,0.079661,0.049807,-0.167274,0.410532,0.113677,-0.276515,-0.121038,0.220795,0.083723,-0.214653,-0.370061,0.016408,0.132361,-0.209302,-0.260872,-0.138942,-0.137728,0.309005,0.101357,0.269114,-0.124583,-0.007292,0.234034,-0.077111,0.568043,0.346058,0.347765,-0.568766,-0.183702,-0.149354,0.110488,0.008834,-0.013324,-0.130184,-0.154903"
O60911,"0.134969,0.163453,0.147075,-0.168798,0.166854,0.153523,0.169491,-0.166822,0.172442,-0.141774,0.173042,0.148544,-0.164548,-0.141629,-0.162973,-0.134766,-0.184868,0.144990,-0.146834,-0.166284,-0.152309,0.165897,0.165189,0.157606,-0.157590,-0.173004,0.146651,0.164871,0.157370,-0.161530,-0.151010,-0.133976,0.130249,-0.163086,0.165492,0.173521,-0.170819,-0.147194,0.168406,-0.124552,0.150771,-0.174050,0.157986,-0.149657,0.163765,0.168018,-0.171793,-0.167064,-0.157465,0.168223,0.173200,0.141847,-0.168758,0.128196,-0.171819,-0.163401,-0.144926,0.157598,0.166517,-0.162663,-0.147074,0.161895,0.164403,0.152574"
P21802,"-0.116708,-0.340242,-0.160816,0.278069,-0.319987,-0.231052,-0.351338,0.376758,-0.327212,0.031783,-0.414334,-0.121395,0.183321,0.082822,0.161366,-0.028157,0.493805,-0.163184,0.110852,0.298598,0.225728,-0.147787,-0.299107,-0.230972,0.320551,0.351722,-0.081111,-0.243229,-0.016014,0.232628,0.260659,0.139372,0.157455,0.298160,-0.355803,-0.350326,0.345589,0.253856,-0.387497,-0.025880,-0.121426,0.217192,-0.286074,-0.046042,-0.254229,-0.414348,0.263924,0.290282,0.375144,-0.280276,-0.273675,-0.102135,0.176056,0.129216,0.334620,0.301294,-0.093448,-0.321900,-0.212826,0.276847,0.111675,-0.039113,-0.108233,-0.141435"
Q9HC29,"-0.452489,-1.213344,-0.736171,1.046590,-1.144713,-1.013389,-1.366178,1.092666,-1.466507,0.967155,-1.176161,-0.810612,1.382727,0.578399,1.244332,0.735377,1.462229,-0.976001,0.918457,1.297565,0.886199,-1.404944,-1.102293,-1.018160,1.129335,1.317468,-1.087346,-1.292648,-1.663747,0.979603,0.882272,0.642164,-1.013244,1.270446,-1.146435,-1.339749,1.099603,0.914562,-1.219007,0.973628,-1.126186,1.741143,-0.994765,1.288433,-1.388940,-1.131011,1.262636,1.174049,0.904273,-1.527669,-1.689943,-0.761918,1.548427,-1.133708,1.299207,1.179775,1.202886,-1.197282,-1.527018,1.190686,0.987492,-1.448699,-1.364448,-0.927946"
P04062,"0.255497,0.270389,0.312222,-0.294776,0.253062,0.263095,0.282364,-0.250203,0.255869,-0.267998,0.276588,0.291221,-0.273062,-0.245732,-0.279433,-0.264705,-0.339214,0.242208,-0.341602,-0.245439,-0.267577,0.282209,0.277250,0.261802,-0.238552,-0.268764,0.273464,0.272848,0.310989,-0.251617,-0.261786,-0.237545,0.296319,-0.236960,0.268913,0.259723,-0.310273,-0.269412,0.250281,-0.305528,0.274128,-0.285775,0.250151,-0.259806,0.262445,0.297816,-0.313936,-0.281128,-0.252584,0.274851,0.272269,0.283873,-0.268711,0.291276,-0.261932,-0.281032,-0.359961,0.243186,0.274603,-0.255165,-0.265857,0.281291,0.297915,0.248409"
Q93096,"0.163092,0.207545,0.173162,-0.186205,0.196207,0.188546,0.208192,-0.203647,0.208186,-0.176796,0.204018,0.175205,-0.201186,-0.164845,-0.201331,-0.169212,-0.225245,0.173342,-0.166205,-0.204948,-0.184746,0.200827,0.205180,0.192492,-0.194070,-0.211122,0.179731,0.197339,0.177580,-0.188632,-0.183891,-0.153408,0.154802,-0.201984,0.205023,0.206573,-0.205504,-0.179240,0.206525,-0.158067,0.177903,-0.224922,0.194251,-0.183171,0.207703,0.201439,-0.214482,-0.200905,-0.195188,0.213819,0.213227,0.154241,-0.202137,0.151857,-0.212918,-0.204483,-0.158426,0.194428,0.210865,-0.198006,-0.180871,0.200118,0.201210,0.184201"
P80370,"0.059069,0.067002,0.014988,-0.016698,0.039819,0.069356,0.069369,-0.065614,0.065708,-0.027460,0.064641,0.012812,-0.028905,-0.044747,-0.045569,-0.034882,-0.062219,0.040225,0.039502,-0.067339,-0.065211,0.040642,0.087770,0.059875,-0.071242,-0.058971,0.035026,0.042481,-0.060697,-0.063544,-0.052602,-0.024243,-0.020521,-0.053305,0.080213,0.072354,-0.044291,-0.018233,0.059342,0.006263,0.005611,-0.038624,0.085450,-0.009137,0.049595,0.046019,-0.076456,-0.057542,-0.080188,0.053057,0.029269,0.022298,-0.009886,-0.069695,-0.081149,-0.074341,0.056373,0.069902,0.031086,-0.048352,-0.031931,0.000589,0.035993,0.074199"
Q13133,"-0.153041,-0.494485,-0.373740,0.362016,-0.456254,-0.403119,-0.691169,0.572754,-0.610128,-0.053773,-0.811339,-0.008208,0.140029,0.133517,0.302668,-0.076413,1.028882,-0.158107,-0.143080,0.497677,0.492653,-0.307027,-0.595380,-0.221736,0.566688,0.531153,-0.145567,-0.361260,0.149659,0.557049,0.415897,0.080781,0.367859,0.443673,-0.656138,-0.611465,0.528282,0.118347,-0.660178,-0.302964,-0.156795,0.212450,-0.508315,-0.096367,-0.344098,-0.637441,0.461568,0.528833,0.600548,-0.573399,-0.332939,-0.069159,0.122817,0.641126,0.668487,0.446194,-0.354805,-0.510271,-0.207265,0.399470,0.108851,0.121013,0.025646,-0.423427"
P28300,"0.077115,-0.414655,-0.209663,0.077883,-0.202553,-0.257174,-0.347983,0.346531,-0.278887,0.307110,-0.238348,-0.207216,0.325743,0.160174,0.335659,0.272991,0.402358,-0.279722,0.137771,0.328350,0.219353,-0.361505,-0.283142,-0.258418,0.320456,0.334212,-0.291095,-0.288404,-0.136857,0.161915,0.367261,0.185305,-0.240133,0.387669,-0.247300,-0.324043,0.255174,0.298925,-0.399753,0.451433,-0.134664,0.453125,-0.253514,0.337622,-0.406025,-0.350741,0.273739,0.367777,0.312058,-0.470843,-0.428050,0.010429,0.342164,-0.454539,0.312980,0.195751,0.060651,-0.322198,-0.429410,0.263660,0.328892,-0.240008,-0.147879,-0.128675"
P51955,"0.142850,0.058798,0.208333,-0.191335,0.142768,0.097097,0.069112,-0.067212,0.068092,-0.161435,0.086937,0.184549,-0.129104,-0.189107,-0.145386,-0.186819,-0.071447,0.141864,-0.221453,-0.073069,-0.128316,0.153299,0.076244,0.108265,-0.070579,-0.063726,0.169266,0.116773,0.243279,-0.148007,-0.129376,-0.209839,0.290420,-0.090374,0.075853,0.101945,-0.126441,-0.132053,0.085750,-0.200891,0.188327,-0.088117,0.072756,-0.218818,0.084080,0.098814,-0.079523,-0.120049,-0.066530,0.090150,0.104163,0.210413,-0.143177,0.270360,-0.073168,-0.060504,-0.308052,0.059287,0.093583,-0.094537,-0.167142,0.162927,0.123160,0.126133"
P42680,"0.187693,0.072507,0.140483,-0.142764,0.129010,0.100745,0.086072,-0.069429,0.099767,-0.096101,0.100359,0.120691,-0.111852,-0.145706,-0.147683,-0.146793,-0.090956,0.091584,-0.121536,-0.091764,-0.094263,0.121092,0.119380,0.104829,-0.079961,-0.080790,0.134234,0.092232,0.175642,-0.136108,-0.073158,-0.099088,0.171009,-0.074357,0.115323,0.100651,-0.125479,-0.089325,0.077773,-0.068403,0.163638,-0.123301,0.097947,-0.152938,0.089751,0.066116,-0.144368,-0.092488,-0.071907,0.099184,0.087706,0.141408,-0.090580,0.062045,-0.127917,-0.141613,-0.156896,0.074631,0.112240,-0.085281,-0.122493,0.166114,0.167266,0.156979"
Q13546,"0.088991,-0.797153,-0.127278,0.343319,-0.515254,-0.575841,-0.766234,0.782478,-0.780695,0.470686,-0.678478,-0.366850,0.630277,0.195849,0.428708,0.220567,0.853119,-0.569938,0.392298,0.744691,0.476669,-0.495065,-0.501914,-0.561955,0.734210,0.784320,-0.361546,-0.702841,-0.308948,0.364559,0.661323,0.307090,-0.091503,0.811087,-0.569211,-0.635592,0.544509,0.586579,-0.810925,0.453652,-0.365649,0.698273,-0.563314,0.320252,-0.739452,-0.791979,0.425321,0.666638,0.710455,-0.766304,-0.842076,-0.164374,0.794135,-0.638401,0.562934,0.477170,0.039000,-0.770538,-0.772535,0.654723,0.399936,-0.369588,-0.369791,-0.206049"
P07711,"0.004475,-0.024208,-0.003607,0.011428,-0.021798,-0.016414,-0.031283,0.004979,-0.039018,0.031946,-0.005273,-0.008084,0.049631,-0.008537,0.040354,0.019746,0.033747,-0.012582,0.024952,0.028239,0.015267,-0.050644,-0.025188,-0.021515,0.008559,0.023189,-0.030160,-0.031838,-0.083641,0.013347,-0.000020,-0.007533,-0.055461,0.029107,-0.026065,-0.027028,0.025737,0.001283,-0.013660,0.032033,-0.030634,0.093329,-0.010793,0.065734,-0.044636,-0.013123,0.042317,0.021413,-0.001235,-0.052567,-0.063863,-0.004118,0.056062,-0.055981,0.031117,0.028794,0.062471,-0.016700,-0.055803,0.022915,0.018817,-0.078622,-0.060933,-0.017937"
P28482,"-1.697586,-1.970557,-1.313421,1.596998,-1.682386,-1.657289,-1.872014,2.132179,-1.716912,0.846419,-2.210127,-1.355402,1.215818,1.419961,1.483303,0.969747,2.391971,-1.146430,0.765572,1.795359,1.533628,-1.131696,-2.106905,-1.706223,1.845762,2.055848,-1.059007,-1.487701,-0.044126,1.609498,1.612619,1.075224,0.054611,1.652872,-2.042010,-1.795810,2.017623,1.626190,-2.040833,0.346074,-1.073183,1.267464,-1.915745,0.471141,-1.487441,-2.037642,2.004452,1.751311,2.199953,-1.606916,-1.263444,-0.954247,1.017014,0.327158,2.084772,2.135351,-0.144569,-1.762977,-1.396212,1.634667,1.243682,-0.764145,-1.225671,-1.537773"
P51449,"0.168942,0.145534,0.163301,-0.167861,0.153124,0.145711,0.130764,-0.137457,0.134988,-0.184960,0.124107,0.189066,-0.176847,-0.174403,-0.171103,-0.190987,-0.119772,0.159738,-0.204996,-0.144642,-0.140027,0.165693,0.141477,0.166210,-0.127832,-0.145860,0.170996,0.159112,0.206180,-0.141591,-0.144032,-0.161686,0.212819,-0.146178,0.134646,0.134324,-0.159806,-0.171333,0.133275,-0.188941,0.179424,-0.181382,0.136905,-0.197158,0.159381,0.133323,-0.161265,-0.144406,-0.130298,0.141393,0.163034,0.164268,-0.180225,0.221781,-0.138969,-0.152931,-0.216132,0.131963,0.178303,-0.152910,-0.171668,0.211956,0.199054,0.152320"
Q16513,"0.141818,0.122560,0.163203,-0.155973,0.142653,0.144819,0.134300,-0.120713,0.127716,-0.175571,0.126063,0.155662,-0.145424,-0.177878,-0.161379,-0.182079,-0.119180,0.159828,-0.146351,-0.131968,-0.159539,0.168697,0.142636,0.141268,-0.127587,-0.121664,0.167379,0.144191,0.157238,-0.161524,-0.154092,-0.176449,0.213818,-0.137661,0.133656,0.150107,-0.141663,-0.130040,0.131132,-0.175855,0.155144,-0.140731,0.138702,-0.193631,0.133234,0.124846,-0.141697,-0.152847,-0.125418,0.132771,0.140853,0.172139,-0.147781,0.192792,-0.135815,-0.118297,-0.191664,0.127260,0.129721,-0.130411,-0.160902,0.156380,0.144393,0.153298"
